,feature,impact,risk_score,correlation,risk_correlation
231,get_oracle_activations1_loop1_1.unr.full,0.0,0.0,,
232,get_oracle_activations1_loop1_1.pipe,0.0,0.0,,
242,matrix_vector_product_with_bias_output_layer_loop1.pipe.off,0.0,0.0,,
245,matrix_vector_product_with_bias_output_layer_loop1_1.unr,0.0,0.0,,
246,matrix_vector_product_with_bias_output_layer_loop1_1.unr.factor,0.0,0.0,,
247,matrix_vector_product_with_bias_output_layer_loop1_1.unr.full,0.0,0.0,,
249,matrix_vector_product_with_bias_output_layer_loop1_1.pipe.off,0.0,0.0,,
257,get_delta_matrix_weights1_loop1.pipe.off,0.0,0.0,,
265,get_delta_matrix_weights1_loop1_1.lf,0.0,0.0,,
273,matrix_vector_product_with_bias_second_layer_loop1.pipe.off,0.0,0.0,,
278,matrix_vector_product_with_bias_second_layer_loop1_1.unr.full,0.0,0.0,,
279,matrix_vector_product_with_bias_second_layer_loop1_1.pipe,0.0,0.0,,
